requirement_id,chapter,keyword_profile,text
CDS400-R077,CDS-400,MUST,"AI-created suggestions MUST record model or process identity, confidence and evidence where available (full AI provenance requirements: CDS-700)."
CDS400-R078,CDS-400,MUST,"Every canonical value record MUST carry a `version`, and every alias, facet and channel mapping MUST carry a `mapping_version`, incremented on any governed change."
CDS400-R079,CDS-400,MUST NOT,"A canonical value MUST NOT be deleted while products, aliases, rules or channel mappings reference it."
CDS400-R080,CDS-400,MUST,Deprecated values MUST identify a replacement or state that no direct replacement exists.
CDS400-R081,CDS-400,SHOULD,Mapping changes SHOULD support preview of affected products and expected downstream changes before activation.
CDS400-R082,CDS-400,declarative,The following changes are breaking changes to value meaning:
CDS400-R083,CDS-400,MUST,Every dictionary MUST have a named owner.
CDS400-R084,CDS-400,MUST,The organisation MUST define which roles may create canonical values and which may only propose them.
CDS400-R085,CDS-400,SHOULD,Facet changes SHOULD include merchandising or customer-experience review; channel mapping changes SHOULD include channel validation or test publication.
CDS400-R086,CDS-400,SHOULD,"Publication records SHOULD identify the dictionary version and `mapping_version` used to generate channel output, so the expected value is reproducible."
CDS400-R087,CDS-400,MUST,Verification MUST compare the expected representation (generated from the active mapping version) with the observed representation under the declared comparison strategy (CDS-500 §16).
CDS400-R088,CDS-400,SHOULD,A dictionary change that alters expected output SHOULD trigger re-publication or re-verification for affected records.
CDS400-R089,CDS-400,MUST,"AI MUST receive the applicable dictionary, attribute context and allowed values before proposing a mapping where practical."
CDS400-R090,CDS-400,MUST NOT+MUST,AI suggestions outside the dictionary MUST be marked as promotion proposals or unknown and routed under §17 and §25; AI MUST NOT silently create a new active canonical value (CDS400-R051 applies; autonomy ceilings: CDS-700 §5).
CDS400-R091,CDS-400,SHOULD,"AI SHOULD return confidence, evidence and alternative candidates for ambiguous values; abstention is a first-class outcome (CDS-700)."
CDS400-R092,CDS-400,MUST NOT,"Optimisation MUST NOT remove provenance, `mapping_version` or the ability to reproduce expected output."
CDS400-R093,CDS-400,MUST NOT,A dictionary capability badge MUST NOT be claimed unless all lower badges are also satisfied; badge claims are made and evidenced under CDS-1000.
CDS500-R001,CDS-500,MUST,The PIM MUST remain the master product-information layer throughout the publication lifecycle (authority model: CDS-200).
CDS500-R002,CDS-500,MUST NOT,"Publication MUST NOT be considered complete solely because a payload was generated, transmitted or acknowledged."
CDS500-R003,CDS-500,MUST,"Where a channel permits observation, the implementation MUST compare observed downstream state with the expected channel state."
CDS500-R004,CDS-500,MUST NOT+MUST,"Where a channel cannot be observed, the implementation MUST report that limitation explicitly and MUST NOT represent the state as verified."
CDS500-R005,CDS-500,MUST NOT+MUST+MAY,"Channel read-back MAY inform verification and repair, but observed state MUST NOT overwrite canonical values silently. Any adoption of an observed value into the canonical record MUST be an explicit, attributed, auditable change. *(This is the single normative home of the read-back rule; CDS-200 and other chapters cite it.)*"
CDS500-R006,CDS-500,MUST,Each lifecycle stage MUST produce a durable status or evidence record sufficient to explain the current publication state.
CDS500-R007,CDS-500,MUST NOT,A later stage MUST NOT erase the evidence of an earlier stage.
CDS500-R008,CDS-500,MUST NOT,"An implementation MUST NOT claim a higher publication assurance level than the evidence it maintains. *(Conformance levels, tests and claims: CDS-1000.)*"
CDS500-R009,CDS-500,MUST,"Publication projections and observed snapshots MUST identify the channel, product, revision and time to which they apply."
CDS500-R010,CDS-500,MUST,A verification result MUST reference both the expected projection and the observed snapshot used in the comparison.
CDS500-R011,CDS-500,MUST,"Every channel connector MUST publish a governed, machine-readable or equivalent capability profile."
CDS500-R012,CDS-500,MUST,A channel profile MUST declare a propagation window for each write mode it supports. The window bounds PENDING (§17) and drives Amber-to-Red escalation (§18).
CDS500-R013,CDS-500,MUST+MAY,An organisation claiming verification for a channel MUST declare the channel's critical field set (which MAY be empty). The critical set drives escalation (§18) and the critical-failure cap (§23).
CDS500-R014,CDS-500,MUST,A field unsupported by the channel MUST be marked unsupported rather than silently dropped.
CDS500-R015,CDS-500,MUST,The same projection inputs MUST produce the same expected channel state unless a declared non-deterministic process is involved.
CDS500-R016,CDS-500,MUST,"A projection MUST retain lineage to every canonical field, mapping and rule that contributed to each output field."
CDS500-R017,CDS-500,MUST,"A new mapping, dictionary or transformation version MUST be able to trigger re-projection even when the canonical product record has not changed."
CDS500-R018,CDS-500,MUST,Every transformation MUST be identified by a versioned rule or function.
CDS500-R019,CDS-500,SHOULD,Transformations SHOULD be deterministic and side-effect free.
CDS500-R020,CDS-500,MUST,Lossy transformations MUST be declared so that verification compares against the expected lossy output rather than the richer canonical value.
CDS500-R021,CDS-500,MUST,"A transformation error MUST be reported separately from a channel rejection or a downstream mismatch (see §17, ERROR family)."
CDS500-R022,CDS-500,MUST,"Expected state MUST be calculated before dispatch and MUST be stored, or exactly reproducible from versioned inputs, for later comparison."
CDS500-R023,CDS-500,MUST,"Expected state MUST reflect declared channel transformations, not merely raw canonical values."
CDS500-R024,CDS-500,MUST,Fields intentionally omitted by rule MUST be distinguishable from fields lost during transformation or publication.
CDS500-R025,CDS-500,MUST,Every published field and list MUST have a declared ownership mode.
CDS500-R026,CDS-500,MUST NOT,Full-replace operations MUST NOT delete channel-owned or externally owned values unless the ownership contract explicitly permits it.
CDS500-R027,CDS-500,MUST,"A partitioned or merged full-replace list MUST be rebuilt before dispatch by reading the current downstream list, retaining externally owned members, and regenerating all PIM-owned members from current rules."
CDS500-R028,CDS-500,MUST,"A manual downstream edit to an EXCLUSIVE_PIM field MUST be classified as drift, not accepted silently into the canonical record."
CDS500-R029,CDS-500,MUST,Blocking preflight errors MUST prevent dispatch.
CDS500-R030,CDS-500,MUST+MAY,Preflight warnings MAY permit dispatch but MUST remain visible in the publication record.
CDS500-R031,CDS-500,SHOULD,"Bulk publication SHOULD provide a preview of field additions, modifications and removals — including full-replace list effects — before execution."
CDS500-R032,CDS-500,MUST,"Every dispatch attempt MUST have a unique, immutable attempt record, even when retries belong to the same logical job."
CDS500-R033,CDS-500,MUST,A batch MUST report partial success without converting successful items into failures or hiding failed items inside an overall success status.
CDS500-R034,CDS-500,MUST,Acknowledgement status MUST remain separate from verification status.
CDS500-R035,CDS-500,MUST NOT,"A successful transport response (2xx, successful upload, processed feed) MUST NOT automatically produce MATCH verification results."
CDS500-R036,CDS-500,SHOULD,"Where the channel supports idempotency keys, the connector SHOULD use them for retriable write operations."
CDS500-R037,CDS-500,MUST,"A delta publication MUST be calculated against a known prior expected or observed state, not against assumptions."
CDS500-R038,CDS-500,MUST,"The connector MUST declare whether an empty value means clear, omit, unknown or no change."
CDS500-R039,CDS-500,SHOULD,Sorting SHOULD be canonicalised for semantically unordered lists to produce stable diffs and checksums.
CDS500-R040,CDS-500,MUST,"Retries MUST use a bounded policy with attempt limits, delay and a terminal state."
CDS500-R041,CDS-500,MUST NOT,"Deterministic validation, mapping and transformation errors MUST NOT be retried without a relevant data or configuration change."
CDS500-R042,CDS-500,MUST,A partial batch failure MUST preserve successful results and separately queue or report failed items.
CDS500-R043,CDS-500,MUST,"Rate limiting and connector back-pressure MUST be visible as operational states, not misclassified as product-data errors."
CDS500-R044,CDS-500,MUST,A rollback MUST identify the exact previously verified projection being restored.
CDS500-R045,CDS-500,MAY,"Where rollback is unsupported, the connector MAY republish an equivalent prior expected state as a new operation."
